4,3,0,1,2,50
2,1,0,4,3,210
2,1,0,4,3,210
2,1,0,4,3,210
2,1,0,4,3,210
2,1,0,4,3,210
2,1,0,4,3,210
2,1,0,4,3,210
2,1,0,4,3,210
2,1,0,4,3,210
1,4,3,0,2,210
1,4,3,0,2,210
1,4,3,0,2,210
1,4,3,0,2,210
2,0,3,1,4,290
2,0,3,1,4,290
2,0,3,1,4,290
2,0,3,1,4,290
2,0,3,1,4,290
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
